prot	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_14-HCCC_b5_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_15-HCCC_b5_15.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_7-HCCC_b6_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_8-HCCC_b6_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_7-HCCC_b7_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_8-HCCC_b7_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_5-HCCC_b8_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_6-HCCC_b8_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_3-HCCC_b10_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_4-HCCC_b10_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_3-HCCC_b11_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_4-HCCC_b11_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_12-HCCC_b12_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_13-HCCC_b12_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4-HCCC_b14_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4_repA-HCCC_b14_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190829yix_HCCC_b23_8-HCCC_b23_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_3-HCCC_b24_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4-HCCC_b24_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4_repA-HCCC_b24_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_5-HCCC_b24_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_11-HCCC_b17_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_12-HCCC_b17_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_5-HCCC_b17_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_6-HCCC_b17_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_8-HCCC_b18_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_9-HCCC_b18_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_13-HCCC_b19_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_14-HCCC_b19_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190827yix_HCCC_b21_7-HCCC_b21_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190818yix_HCCC_b14_5-HCCC_b14_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190827yix_HCCC_b21_9-HCCC_b21_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_10-HCCC_b22_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_11-HCCC_b22_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_7-HCCC_b22_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_9-HCCC_b22_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_10-HCCC_b23_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_9-HCCC_b23_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190808yix_HCCC_b5_13-HCCC_b5_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190809yix_HCCC_b6_6-HCCC_b6_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190810yix_HCCC_b7_6-HCCC_b7_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4-HCCC_b8_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4_repA-HCCC_b8_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2-HCCC_b10_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2_repA-HCCC_b10_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2-HCCC_b11_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2_repA-HCCC_b11_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190815yix_HCCC_b12_11-HCCC_b12_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190818yix_HCCC_b14_3-HCCC_b14_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_10-HCCC_b17_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4-HCCC_b17_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4_repA-HCCC_b17_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190823yix_HCCC_b18_7-HCCC_b18_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190824yix_HCCC_b19_12-HCCC_b19_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190827yix_HCCC_b21_6-HCCC_b21_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_6-HCCC_b22_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_8-HCCC_b22_8.mzML
P32754	23679.6	15721.3	NA	NA	63917.8	405.254	114499	84938.1	NA	NA	NA	NA	54878.7	161152	NA	NA	NA	1161.91	35829.2	31272.6	23249.8	18210.8	NA	14158	90922.4	2200.15	60432.1	16238	1352.17	40690.6	2757.2	576.577	20753.2	21760.9	NA	27878.3	28099.1	70705.2	1063.78	NA	NA	NA	1145.79	3273.11	2266.45	NA	NA	NA	378.496	NA	9889.92	8607.74	3896.15	NA	NA	1043.9	NA
P32780	NA	NA	NA	NA	863.008	NA	414.747	NA	NA	NA	NA	NA	NA	NA	3247.51	1508.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1327.55	2073.68	NA	NA	NA	418.572	209.938	1342.06	2049.16	NA	NA	NA	NA	525.685	NA	NA	NA	NA	NA
P32929	4850.74	13925.5	NA	NA	3109.9	857.4	37322.3	4500.73	NA	NA	1493.19	NA	68922.2	102837	NA	NA	NA	419.536	19784.6	24552.6	17702.1	3820.01	899.13	13683.3	29503.8	4761.08	30018.1	1122.48	5949.69	2060.85	NA	2625.47	6571.79	5379.79	753.995	NA	3253.28	10910	NA	NA	NA	35655.1	25132.6	1693.51	2961.81	NA	NA	NA	797.808	NA	NA	NA	2164	NA	NA	NA	2797.47
P32969	25656.4	33767	28750	51736.5	19295.2	54438.1	29792.9	28466	11353.8	26923.9	54828.9	20414.3	16894.1	18815.9	23931.2	17603.6	29468.7	20914.5	25332.6	17956.7	22480.6	14835.9	15131.1	17531.5	14235.9	30399.9	17276.9	24883.2	17550.7	48467.4	30382.8	31375.8	31350.1	29701.5	57462.8	54788	31564.3	39047.8	17298.4	29876.8	25050.9	21034.3	18283.1	25060.3	28560.3	39272.7	34306.1	14715.1	20410.1	26739.2	13444.7	18743.2	12157.9	19208.3	20523.6	38338.1	54649.8
P33121	25114.2	11175.5	17555.8	30922.7	14489.2	18682	18205.5	65671.4	2307.89	379.039	5953.39	2284.4	66321.5	85264.8	45225.1	34703.8	4018.06	10060	43690.6	49597.3	20938.7	52160.1	1506.56	66864.9	44435.9	16627.7	56754.9	5293.34	31453.7	11936.9	30069.8	24510.9	72555.8	113697	65223.4	7538.15	36821	34301.5	9641.21	NA	1478.16	2815	3096.86	1646.97	8146.49	NA	1346.38	3945.63	NA	NA	1708.95	1977.17	5899.31	2483.78	3905.41	1976.8	6891.85
P33151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33176	4374.4	1560.71	3992.18	3489.68	1117.78	4722.57	2437.15	3182.98	5523.16	NA	2456.5	397.028	NA	959.296	3495.15	648.182	7292.89	4791.4	1845.32	3412.88	5495.19	2881.64	2547.4	NA	NA	2469.84	607.729	2099.55	2665.39	1710.11	4213.36	4937.13	3617.77	3238.01	9886.16	8914.3	7152.33	3699.53	5116.76	3173.03	2243.36	4300.59	4900.54	3399.57	4386.06	4889.76	6253.83	5626.53	4260.7	1910.32	2919.68	2540.31	2494	2963.94	5229.16	5495.43	5654.93
P33240	3415.27	NA	2249	4472.78	1490.07	2139.44	NA	1947.51	1025.26	1796.18	3276.8	NA	NA	NA	749.889	NA	2787.85	6371.86	2898.34	2091.33	2914.81	NA	1238.68	2048.74	NA	2679.58	NA	3924.76	1765.52	NA	NA	4214.89	3035.49	4238.97	6577.67	5233.33	4014.55	5131.33	1902.29	2618.73	2309.43	2658.53	1513.53	NA	1414.3	3602.72	3849.95	248.73	2923.23	1954.01	1973.46	1660.5	2363.35	3050.86	4396.85	8241.65	720.139
P33241	NA	NA	1488.34	NA	NA	NA	NA	NA	NA	NA	NA	3524.74	NA	NA	NA	485.709	1706.84	6462.43	NA	NA	2193.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4845.07	NA	NA	661.664	5276.81	5738.95	NA	1537.67	1167.15	3781.43	2807.25	6231.85	NA	NA	1722.62	1373.57	NA	625.352	6465.1	3290.89	2959.7	8367.8	2712.66	9483.31	9630.09	392.109
P33260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3644.13	1937.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33260;P10632	4141.49	NA	1242.84	NA	13069.9	NA	2382.34	NA	NA	NA	NA	NA	5549.36	13018.9	NA	NA	NA	NA	7439.86	7709.35	3946.7	NA	NA	5912.18	4105.69	1443.69	6101.95	NA	1669.18	1893.07	NA	NA	8200.11	6314.6	NA	7633.76	NA	16566.4	NA	NA	NA	NA	NA	678.388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33316	NA	385.164	NA	NA	767.93	255.842	766.359	NA	1657.68	1278.25	NA	NA	NA	NA	NA	9903.36	2765.32	3391.55	NA	1795.51	1098.9	365.751	NA	650.802	NA	NA	NA	NA	264.097	791.354	1295.16	417.369	2543.61	1827.72	727.518	1847.47	1056.87	2135.61	NA	NA	NA	830.285	NA	NA	NA	NA	1681.18	NA	NA	NA	NA	NA	NA	590.175	688.759	2340.79	1013.23
P33897	2546.82	2103.52	NA	687.725	1355.02	4427.95	1197.58	1702.12	NA	NA	1885.93	1024.07	257.231	NA	NA	NA	2553.89	3547.01	5456.47	5435.58	1530.82	4149.84	NA	NA	674.373	1025.19	NA	NA	2539.89	390.587	2287.59	6314.13	6751.92	4570.67	NA	3134.07	4704.87	1509.27	3029.3	NA	472.419	674.83	NA	NA	609.735	197.156	NA	2555.7	NA	NA	1409.76	1210.63	NA	550.997	1447.11	3095.3	3047.29
P33897;Q9UBJ2	NA	2103.52	NA	NA	1355.02	4427.95	1197.58	1702.12	NA	NA	1885.93	NA	NA	NA	NA	NA	2553.89	3547.01	5456.47	5435.58	NA	4149.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	6314.13	6751.92	4570.67	NA	3134.07	4704.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	550.997	NA	NA	3047.29
P33908	NA	NA	NA	NA	NA	NA	142.917	NA	NA	NA	NA	NA	NA	NA	288.455	NA	NA	NA	NA	NA	361.752	281.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	910.591	NA	NA	1723.05	445.899	NA	NA	1067.22	1358.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	489.335	NA	307.343
P33991	3973.72	340.951	1246.57	417.512	782.34	4470.03	3398.83	NA	NA	8731.66	1309.53	2557.71	NA	NA	NA	504.086	NA	4675.72	2143.85	3257.59	218.851	1128.56	1711.96	NA	1361.61	3781.22	NA	2043.88	1858.91	693.001	NA	1552.8	1512.46	1047.67	5356.72	1308.91	429.249	569.394	3214.91	1314.45	1410.31	800.86	702.259	2105.65	2137.25	2458.12	2576.47	3321.11	1795.11	1076.81	1030.53	1629.01	1399.93	1674.09	2254.04	5037.13	2698.92
P33991;Q9UJA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	8731.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1711.96	NA	NA	3781.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2458.12	NA	NA	NA	NA	NA	NA	1399.93	NA	NA	5037.13	2698.92
P33992	6702.15	NA	2347.82	NA	NA	1220.92	1002.73	1038.46	NA	7356.86	3852.99	1577.75	431.449	489.311	NA	668.875	1908.23	4086.05	8905.93	6927.12	1087.99	2339.89	4092.39	NA	NA	6208.68	516.275	2706.64	7134.29	2357.47	679.678	2503.93	903.521	1954.92	6307.45	2367.34	1994.59	1928.59	2412.52	2082.27	2052.58	907.397	1311.58	3003.73	1481.48	4703.89	3961.95	13525.9	2693.73	NA	2104.38	2585.81	2210.11	1272.69	2850.02	8249.13	5523.11
P33993	6542.29	727.438	3976.48	1803.46	NA	1685.75	1025.6	699.586	NA	12358.2	6928.01	2881.61	1815.24	308.679	NA	NA	3029.47	10208.5	6778.64	7935.46	1827.41	2054.56	8412.42	726.875	NA	11012.8	395.826	7775.97	5524.09	4850.73	1707.87	2612.62	1604.28	2406.44	10593.3	4230.03	3655.08	3479.14	6470.73	2613.38	2086.61	1745.85	1784.49	4186.16	3958.74	7066.85	7316.98	10522.7	4303.89	1139.64	3515.87	3836.4	1939.78	2694.04	4781.79	11587.1	8814.93
P34059	NA	NA	NA	NA	NA	NA	NA	NA	NA	770.29	NA	NA	NA	NA	167.328	697.207	NA	1039.01	NA	NA	NA	NA	515.201	NA	NA	NA	NA	NA	NA	NA	NA	1787.11	NA	525.521	843.027	NA	NA	NA	NA	NA	NA	NA	1798.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1116.72	NA	555.829
P34741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164.953	NA	NA	NA	401.581	NA	NA	768.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34896	36915.2	51326.4	35530.3	17334.8	16980.9	26635.2	18169.1	28693.5	NA	1619.38	1884.56	NA	42396.8	54040.4	4441.07	4937.17	NA	2227.19	44102.6	59514	13429.7	50424	2372.31	24462.7	55993.4	17800	63042.5	NA	12433.5	20182.7	12873	11056.9	19607.5	12578.3	8644.86	8142.3	9576.22	42018.7	1680.53	NA	734.047	36553.6	38220.3	4790.43	4198.7	NA	NA	3956.18	NA	NA	2734.41	3088.27	3442.99	NA	NA	5909.08	10714.9
P34897	51594.7	50335.4	32423.6	21913.7	52802.6	48271.2	84846.3	72423.3	12395.9	14169.9	18076.7	17356	91927.4	50633.3	17757.1	8862.27	121908	13175.4	29482.6	40348.4	21028.1	41063.4	54528.4	60972	26084.7	57366.5	41905.2	19123.7	44400	53251.2	27054.5	27234.1	59823.3	104984	25104.5	46884.1	57422.5	85134.9	20120.1	17761.2	8546.12	63960.6	55530.4	22818.7	19377.8	8485.86	16168.4	45737	39641.6	4728.33	35456.9	30762.9	12278.7	28050	13540.1	21471.4	36297.9
P34897;P34896	6215.97	10736.9	6911.59	7796.46	3232.21	NA	8848.68	12543.5	NA	731.301	1352.28	520.891	12750.3	17255.4	2099.93	779.705	4397.5	1312.91	22767.6	20455.7	12044.5	14319.8	946.673	3075.22	2240.35	4061.64	13757.2	841.045	2176.6	10633.4	2145.8	4930.65	5302.34	11023	6515.33	4774.85	4235.03	9503.05	1140.29	928.873	545.575	3661.55	6304.72	6339.74	971.951	NA	861.913	881	526.832	2040.64	1928.55	1343.07	948.252	1239.85	NA	3261.26	4207.45
P34910	NA	NA	NA	NA	NA	NA	233.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34913	35268.1	3751.91	7727.84	1678.36	40565.3	322.17	6416.95	10152.8	6356.47	1091.15	NA	NA	24744.4	34179.3	2996.43	NA	NA	2261.55	20576.6	22025.4	16553.1	10952.1	1547.99	2891.08	30036.7	6779.51	893.186	13280.1	9725.33	7370.25	3070.13	5590.97	12059.4	9765.54	2268.2	2376.53	13698.9	50505.1	895.336	NA	NA	NA	NA	3624.64	2071.8	2688.92	3285.01	NA	1056.76	NA	799.952	240.044	1070.59	NA	NA	5184.8	3314.86
P34932	21341.8	4267.26	7184.19	9314.91	6279.2	2191.91	5967.84	8768.45	15301.5	13733.1	12133.4	10703.5	3299.48	3207.62	4044.89	3628.53	8671.13	12918.8	16463	11165.7	7612.31	11648.1	3897.75	8486.28	2202.2	7957.04	6645.07	15494.4	8093.83	6815.58	14901.9	15105.7	10034.7	8635.34	23093.4	14707.1	19209.5	5109.11	5296.21	19643.3	10821.1	6765.01	11220.9	13369.9	12319.9	14883.9	12858.8	3163.86	24488.3	4192.51	5255.4	9364.7	5461.06	10614.3	7615.61	17418.1	19909.5
P34949	1208.06	1969.26	197.516	1115.01	453.943	NA	752.611	755.867	2389.65	NA	551.657	NA	1745.84	NA	NA	NA	880.767	732.758	2022.64	1750.82	946.338	1184.14	NA	758.889	NA	108.177	NA	NA	903.766	NA	2454.16	4280.95	2130.33	1127.76	442.303	727.808	3410.13	2922.02	NA	NA	NA	66.9346	1091.59	NA	NA	NA	NA	760.305	NA	244.283	NA	NA	NA	536.44	1750.16	1746.77	648.835
P35052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	584.059	NA	NA	NA	1909.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1511.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35080	4386.8	603.529	1308.6	624.845	NA	NA	NA	NA	10996.8	1368.12	NA	2202.81	NA	NA	NA	NA	3816.45	NA	1979.82	1589.33	NA	NA	1455.54	452.176	NA	NA	NA	856.04	NA	197.369	468.668	205.273	1604.31	NA	4048.93	1281.84	3454.68	651.22	6490.04	NA	1433.02	2377.59	202.942	905.173	NA	1982.51	2179.7	1342.49	570.612	NA	1283.48	677.8	1344.59	2549.42	1759.83	960.536	1117.52
P35219	NA	NA	NA	NA	716.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7132.95	984.105	NA	NA	1790.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4214.2	7414.69	NA	NA	NA	NA	NA	944.128	NA	2219.92	4222.45	4759.06	NA	658.172	NA	NA	NA	NA	NA	2748.76	NA	971.884
P35221	5143.8	3610.93	2358.6	6698.36	4258.95	3403.45	5286.85	5607.68	1844.82	1599.05	4514.22	2431.77	2496.06	4261.92	1870.16	2801.89	4667.56	3899.52	5590.68	3859.71	4697.42	3548.05	2391.97	2078.13	2714.85	6766.32	3552.13	2984.89	2862.15	7252.12	6799.51	3958.45	3858.58	9895.05	17094.8	6910.35	6181.43	10153	2932.42	2040.73	1028.44	4580.15	4269.16	4717.64	2580.58	2788.49	2673.49	1966.48	4436.91	1688.57	1207.98	2215.62	1834.76	2409.73	3156	6056.42	6688.5
P35221;P26232	2059.21	2461.85	1026.17	4326.51	2830.57	3716.37	2715.4	1854.26	2647.49	NA	2167.35	10273.5	6971.66	975.593	670.695	1314.8	15554.9	5989.06	7585.66	8810.57	5377.92	2631.8	6240.96	339.919	NA	3525.68	4500.78	5196.68	4643.46	7158.65	7799.28	5583.73	5909.13	10269.8	14410.7	7342.44	12695.8	18053.3	1148.3	1446.6625	NA	3142.84	7916.64	8541.21	3516.52	519.115	823.044	5409.59	6354.81	833.56	616.79	NA	2097.01	345.888	2347.63	8556.91	7525.76
P35221;Q9UI47	5143.8	NA	2358.6	6698.36	4258.95	NA	5286.85	5607.68	NA	NA	4514.22	2431.77	2496.06	4261.92	1870.16	2801.89	4667.56	3899.52	5590.68	3859.71	4697.42	NA	2391.97	NA	2714.85	6766.32	3552.13	2984.89	2862.15	7252.12	6799.51	3958.45	3858.58	9895.05	17094.8	6910.35	6181.43	10153	NA	2040.73	NA	4580.15	4269.16	4717.64	NA	2788.49	NA	1966.48	4436.91	1688.57	NA	2215.62	1834.76	NA	3156	6056.42	NA
P35222	11015.7	6220.09	3576.2	6369.25	8524.01	3720.06	11653.2	6742.98	5758.21	1738.39	9882.81	2004.15	3105.73	9302.49	5247.06	5313.8	11675.5	4208.2	8014.99	6720.73	3457.31	10927.6	1835.84	3312.73	5576.72	10228.9	7331.1	7233.19	5028.93	11185.6	11168.4	5887.97	9346.95	11468.7	18533.6	8878.5	10749.3	19796.9	878.799	7222.97	2526.55	6266.8	5351.54	7382.08	2397.3	2534	2449.01	7826.5	8321.86	5710.34	2856.14	2648.53	3996.97	763.013	2428.63	8921.83	10062.2
P35232	44205.7	39649.4	44547.2	31191.9	36817	36025.5	78443.4	60385	85253.2	30047.2	38467.4	23926.6	41317.6	48124.4	37914.3	29266.2	39689.4	34004.1	37033.5	44805.8	37080.7	68179.9	26198.3	72056.1	78618.5	60250.6	40448.9	41299.8	45522.2	69821.6	87473.2	32325.8	95656.7	195818	41440.1	48627.7	42180.7	55537.5	17804.2	34137.5	25685.6	22473.9	17771.3	58465.4	53413.4	38627.8	40638.7	29900.1	47248.2	30386.8	54002	34482.5	40692.5	33036.3	21226.4	55611.7	80943.4
P35237	14038.3	4363.92	6055.59	4539.44	1415.09	1730.73	7450.23	4214.51	8906.31	5228.78	7724.24	13882.6	2892.93	5661.18	5479.19	3710.44	22067.2	35053.4	15156.5	19246.7	11460.6	2236.31	3162.15	4309.56	3586.78	2882.09	3798.41	3848.8	4342.39	11108.5	4305.78	20356.7	13630.2	8212.72	39326.7	26773.3	13370.7	10682.5	6058.34	11103.6	11595.6	13640.7	7339.36	5008.05	6587.45	31564.8	30108.1	19712	17762.7	9675.63	3257.86	5081.87	6015.02	22236.9	14193.8	37386.9	29826.5
P35237;P50452	654.165	NA	1479.72	1702.26	NA	1485.13	807.066	NA	NA	NA	NA	997.84	NA	429.899	372.735	1905	7222.08	7318.43	2137.5	2341.25	2435.53	NA	NA	NA	NA	1907.27	1218.4	NA	NA	1540.15	NA	3376.1	2781.01	2173.77	5704.44	5001.97	4330.6	3670.08	NA	NA	1216.57	1977.14	3445.68	NA	NA	2090.06	2386.38	1656.56	4423.98	1252.24	2258.3	1321.92	1055.6	1781.25	3635.21	5126.12	3384.53
P35240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	711.979	NA	NA	NA	NA	NA	966.443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	270.195	NA	NA
P35241	3009.4	1497.11	809.585	1911.71	4031.14	648.532	2787.45	7357.37	1410.74	2687.49	4384.53	NA	2755.79	3572.06	NA	NA	4929.97	3797.92	6687.13	2662.75	3095.21	962.944	2227.74	1943.13	3483.02	796.247	1440.45	1318.92	2051.32	2883.08	3391.78	3448.88	5668.71	2526.86	14010.6	3401.1	7215.71	7339.5	NA	1854.73	1196.49	3218.76	2764.53	933.648	NA	2864.26	1469.86	2724.98	1965.75	1083.31	1254.13	863.704	1923.27	2145.45	1846.76	3033.51	2957.26
