"","C_T_13","C_T_14","C_T_15","C_T_31","C_T_32","C_T_40","C_T_44","C_T_49","C_T_52","C_T_55","C_T_58","C_T_6","H_T_1","H_T_10","H_T_11","H_T_12","H_T_16","H_T_17","H_T_18","H_T_19","H_T_2","H_T_20","H_T_22","H_T_23","H_T_24","H_T_25","H_T_26","H_T_27","H_T_28","H_T_29","H_T_3","H_T_30","H_T_33","H_T_35","H_T_36","H_T_37","H_T_38","H_T_39","H_T_4","H_T_41","H_T_42","H_T_43","H_T_45","H_T_46","H_T_47","H_T_48","H_T_50","H_T_51","H_T_54","H_T_56","H_T_57","H_T_7","H_T_8","fd","P_value","P_value_adjust"
"O00165|HAX1_HUMAN",38262.6,11871.8,87069.7,0,0,699207,53533.7,31499.2,34981.2,175740,247415,0,736443,0,99500.4,29016.8,0,441568,837885.5,10457.6,612553,60695.4,1399510,47853.2,19834.4,254821,1149938,101809,0,263166,266599,993635,855990,267702,1134820,227308,380725,591726,302475,77057.6,0,814229,322825,79993.2,3013440,684051,261269.5,3751210,930574,616923,381062,92407.3,307982,2.24983472379046,0.00179953899113808,0.0142982474297174
"O00168|PLM_HUMAN",0,0,397530,0,0,0,0,0,0,0,0,0,0,124547,0,2058330,0,1077491.5,86052.45,232915,0,0,3863080,0,0,923770,136674,113292,366010,139002,142793.65,598375,172091,112939,1078860,431822,270155,1385540,558433,0,0,0,214475,27391.8,367904,2251840,0,2578870,332984,2386670,106624,246080,0,4.04273599990678,0.000748646757354063,0.00773842759332646
"O00214|LEG8_HUMAN",41999.3,0,0,0,0,0,0,0,0,49497.6,48514.2,0,0,0,233253,61335.1,29237.05,201067.95,467284,0,65066.5,0,0,0,106289.95,90159.5,415958,160907,0,798953,546369.5,0,312018,160242,156735,0,0,321789,64109.6,113284,35801,972944,144837,311022,95207.4,23000.5,598262.5,441470,1102650,64028.2,596903,40635,145893,4.21382273318769,2.83458152989418e-05,0.000955713530772708
"O00217|NDUS8_HUMAN",882143,1133740,2156510,851487,611907,4573020,4351940,1413659,3007580,3087550,3078320,704519,4110790,2264370,1209860,1788920,384729.5,5164745,6746445,693084,4915110,1507850,3095290,2972470,443227.5,3105300,2398895,1538620,1279590,5676180,4785085,1563070,3575800,7906780,8600140,5292920,6488860,8808600,2313580,2675300,1114855,9392510,5855950,2802980,9351160,5938820,2855475,10093300,4704380,11448800,3195160,1631680,2334320,0.961660019310606,0.00204306130955649,0.0155304987995679
"O00244|ATOX1_HUMAN",566598,483669,1238810,0,390456,994489,737254,0,330464,409939,185738.5,164377,0,1296280,0,140992,495488,796220,665882.5,81871.4,1819240,28562.9,5420760,1039830,178224,1709630,1576140,1073980,1225790,2982910,714559,1239540,5166010,3241220,2137090,1646350,1877200,2015530,1005060,288384,0,1932720,3834390,398947.5,6421030,1699300,3645775,5010190,1594050,3276350,1519040,830840,6932890,2.03351263581786,2.18968454910527e-05,0.000836641971470639
"O00264|PGRC1_HUMAN",800648,767599,6864250,262797,542212,3371990,3543920,325660.5,4711800,6654790,5401145,215157,18962600,13148600,605185,1103330,558950,1368496,7363585,2641900,2917240,649056,23805500,3587370,229756,3362170,1845000,3223400,8901350,5184490,1083390,10939600,15363700,27805900,32107100,45150400,12780300,10874000,20793700,6507370,890595,42940500,97045600,5139005,79235400,8418070,54546600,46851800,26308800,73014800,19963000,6020250,8208830,2.71648702687562,0.000143652656712729,0.00245895040917069
"O00330|ODPX_HUMAN",75210.5,0,62042.6,14415.8,5607.12,1661630,193088,208469.5,279848,225306,419648,135776,285305,560816,136912,453536,10995.015,1825770,1035780.5,62490.8,517607,188739,339880,320681,18352,385509,501390.5,641236,315916,480347,687139.5,649766,1701060,1022950,2716660,1243840,1038150,2162720,231815,0,21093.6,766175,2739840,116493.6,4224190,2016170,354017,1231070,678401,1647670,868937,36155.4,457959,1.62985158433339,0.00518327207892428,0.030347914954682
"O00411|RPOM_HUMAN",6841.15,0,57434,0,0,51769.7,0,0,0,0,129001.9,6067.94,174775,0,13855.2,10935,0,77497.85,178874,0,9817.18,20828.5,207135,0,0,37165.7,99680.9,65811,0,51531.6,95666.2,80199.3,137401,36798.6,284987,25548.2,6962.42,460697,18807.4,21294,0,62775.2,145527,43281.25,153142,78230.8,50339.7,16555.7,54357.1,383950,68058.3,0,0,1.88660555172765,0.00660980064853952,0.0364191505261589
"O00429|DNM1L_HUMAN",1510650,348177,382219,156719,64611.1,3396590,323697,1291092.5,1070790,1797220,1750005,293576,803187,417165,588846,258365,289147.5,1351165,1371955,309122,2089230,229179,764035,907052,595088,2635540,1556645,2061850,286720,3413100,1867282.5,2782820,2723930,3243590,7851920,1575450,2843410,6397190,2678900,1863530,518080,3767140,5794610,3378990,3063570,3598240,1112256.5,4431740,4070740,9583390,3911020,216759,1170450,1.21702984669538,0.00324796972238217,0.0216273004647004
"O00483|NDUA4_HUMAN",1122130,160912,6243210,370175.45,15859.8,8568820,0,289579,1661760,4529960,2096782.5,539958,642460,4656310,1476340,3389110,898179,5512360,6301055,2483220,4161330,377650,13803800,5027850,505436.5,5195770,4753675,5491640,5560760,13012200,5581530,11415900,10681400,13343300,10521800,16708600,10625600,16153700,4018740,0,588932,16999900,12776500,2641770,18164400,10761400,7200515,12537300,6792190,29731400,12193700,3434440,5445590,1.87836560394012,5.5697635197135e-05,0.00138991461811388
"O00748|EST2_HUMAN",0,2688200,30089700,205980,1946360,0,2099760,133653.35,234942,605352,604946.5,0,298102,27101300,1377980,662521,3634785,7522460,17820100,7095370,6102230,594799,35937300,13325400,2879750,1451300,1119439.5,29358100,17306100,13059100,29629400,12280800,21513000,24346300,3651460,44699100,6804090,13815800,3960960,612360,219714,53380500,19987400,1741245,17951400,992039,60080500,20050300,15408200,20079600,16449900,17134300,22104600,2.21756066788852,0.00137828202772081,0.011843630971807
"O00763|ACACB_HUMAN",0,0,482434,0,0,0,0,0,49129.6,0,0,0,0,1147720,0,184541,0,984936,2156820,258510,0,847.745,1333110,0,19108,593966,89222.3,244266,1059510,0,67912.55,552932,0,595691,1392770,1710490,1198130,2078790,1188080,51962.1,0,507403,4044580,16947.4,55391.1,241912,195442.5,140416,2527490,4078130,3207620,536209,0,4.15972540065513,0.000103538811853496,0.00202626717465728
"O00767|ACOD_HUMAN",0,1555170,0,0,0,840874,469966,51552.1,774461,246600,393027.5,0,0,0,0,1181260,114087.5,3216875,4397745,0,3065590,2442140,192510,0,200073,3780120,2622520,188210,0,1956610,0,532850,2331390,911394,6131540,771138,582236,709553,0,0,0,1019960,1393500,79841.65,3875580,2311420,790767,143958,2978100,10745100,432841,0,1826380,2.04146290711332,0.00285390573478941,0.0197618348561092
"O14548|COX7R_HUMAN",85128.7,0,554500,66875,0,794705,682431,154913.1,987109,492592,709860,75543.3,0,155851,175667,621329,12377.5,732767,1283231.5,203072,1062230,219842,2536400,358794,133173,1200150,281562,780774,545046,2267980,458770,2183450,4305970,1113210,1261060,1354900,2414580,1645040,348613,603601,78930.4,2546650,838261,418548.5,3368370,2054870,929504.5,960442,821299,2028060,3131340,87063,486960,1.54849746525051,0.000345956138535845,0.00451360254727965
"O14561|ACPM_HUMAN",352872,185653,1448940,0,0,2490810,110199,76201.3,658196,1895730,1983425.5,119969,814304,1500550,239047,637599,205934.1,1953010,3300025,775654,2355160,5958.27,3150040,1422970,93881.25,1648000,1977045,1675200,1548950,1873040,1560765,2646640,1047890,3580110,5409360,3974330,3472410,6105230,1561430,0,160090,1262870,3112000,786781,1838260,1788190,1610380,1823090,1896380,2393400,4292670,771058,1796340,1.29339484702799,0.00278787727931774,0.019430384642715
"O14639|ABLM1_HUMAN",271533,0,188452,0,0,31400,157447,0,199462,42933.7,67077.7,88504.1,0,62512.7,17858.8,61677.5,0,403351,110574.7,0,433290,327012,387173,22179.2,0,248176,42750.95,132853,57926.2,282011,48272.8,121839,327770,352042,122176,145154,481711,245830,66365.2,0,0,613072,393981,85256.45,284716,392791,612894,456722,314753,232256,338949,21573.1,337017,1.26314342943403,0.00363916224342995,0.0235007871635582
"O14653|GOSR2_HUMAN",329506,8459.34,149618,0,0,640328,22208.9,57058.1,117287,493327,276656.1,69405,224556,173631,242091,334364,61349.15,623997,1196973.5,51877.4,330833,127636,541655,160182,48393.3,1457600,298236,426338,99884.8,953642,911363.5,241530,1282110,900116,2574500,671106,323477,1875340,102119,274630,16379.5,1134140,3252850,330820.5,1558260,1149020,645744.5,596045,850862,2943500,1374910,172319,190313,2.0551344530361,0.00012865310777877,0.00229584150559934
"O14678|ABCD4_HUMAN",0,0,10093.5,0,0,44957,0,0,0,0,43156.25,0,0,0,0,0,0,0,18271.1,0,0,14975.3,345241,0,0,94726.5,0,64186.3,0,352632,0,0,54383.9,140118,119678,376078,60996.5,173598,0,0,0,0,913510,0,484332,165698,27314.4,216698,98054.8,0,378030,0,60401.5,3.63165457647951,0.00256437367156035,0.0183100273612301
"O14734|ACOT8_HUMAN",0,0,236349,0,0,912890,0,197670,131752,129908,397159.5,62856.9,0,465887,373591,683963,0,799519.5,1291598,82987.4,192724,6870.01,2933840,296379,219075.9,345694,1226340,1849840,287823,717376,798055,628918,457809,626531,1156860,535384,648116,462777,203937,327958,155004,5110560,1648780,94832.8,3368140,867839,736294.5,5404280,728644,2478020,517095,0,545799,2.47431053052994,0.000449041994417191,0.00542824964625979
"O14745|NHRF1_HUMAN",3667520,1805410,3336410,1417605,217156,4799880,2119910,621370.5,3841260,3364390,3709195,3204470,2493970,5372610,2912870,4669770,1478770,4590485,5420580,1066780,6518890,3640910,8511930,2200360,1487850,10159100,7725770,11133600,943901,5304370,5458425,8407840,7514040,24201000,31273200,6294000,7712110,22845000,9697810,1785720,1201978,5081240,20459500,2690345,25214300,14787100,3531485,11076800,10520600,30366100,10401800,4190100,5941270,1.69958844927129,3.37233152703662e-05,0.00104651980084931
"O14756|H17B6_HUMAN",0,99093,9527010,0,45750.5,0,318704,0,14674.4,871645,188523,0,0,2407280,0,0,375351.5,623623,1455310,2533300,543325,277654,26597000,712260,498349.5,792962,231238,912417,4373580,4876270,586199.5,474012,7130090,6865520,1033190,13737100,7643980,6886450,2318080,797756,0,14471400,15619900,834889,12418900,123052,6789840,506385,644397,7871320,3704780,12944300,933726,2.18187164530161,0.00963801920797376,0.0476996494186457
"O14773|TPP1_HUMAN",2254430,0,3547660,3796290,4823010,16593700,18814400,1477725,8328850,10228400,12620565,1469730,1696800,4707400,9444550,5474100,1095400,10701110,2088215,4106860,6321450,6627100,5461890,2309270,4582645,11742800,21935450,20190200,6518340,18473100,15796460,5074620,11335900,35957800,12050000,26125000,12502100,36374800,4045510,3295660,2318855,85025800,13776100,10662150,57987200,36123300,52475700,24550600,11303300,60541800,34735800,8804120,10040900,1.31641847065516,0.00398260744962361,0.0249895964996422
"O14818|PSA7_HUMAN",2116530,39398.1,4147040,784980.5,581680,9485020,586765,596813,5433520,6885300,9804290,2343040,1576230,9093850,3376600,2843480,2209585,5150730,13204800,2889310,2493280,1252020,8202930,4828230,1553955,8171780,6465100,5520400,2917220,8185090,3269810,9411380,11748300,16721700,16725500,12318500,9256710,12623700,7766010,6307280,919633.5,19850100,17131900,2805180,17808400,5575190,5232455,14556400,7167000,25399000,18710400,3643430,6123820,1.22137904354269,0.00185005130946387,0.0145780934114742
"O14828|SCAM3_HUMAN",381198,352699,183978,87092.15,20655,1406250,131285,4805.17,943431,1369940,693286.5,145100,1043120,52063.8,646211,330445,97216.7,964928.5,1237080,96247.5,520383,169268,1053540,544085,319916,467181,1255348.5,1023650,310160,1309990,351354,1044410,2919850,2081650,4889250,549729,484850,1619150,501561,978672,0,2832320,1680260,1051839,2448230,1962820,909967.5,1028490,3202500,2045700,2635500,82353.6,791168,1.28230712384953,0.00348379622095434,0.0227956044264077
"O14832|PAHX_HUMAN",0,303782,7029780,98021,374717,1010940,629526,0,477805,35736,1096280,285903,2341020,7888640,432949,4717300,241125,2814710,7758645,4870100,691051,1153720,8088960,6495100,2841445,9010710,10424560,6068750,6058200,16087800,2671330,23036800,19011500,12070200,19389000,22976500,1125900,20052100,4324690,714726,0,3595930,16985900,471400,23792900,13259400,3480730,39658100,23819300,11311200,4816770,4083000,5753180,3.27212515076625,1.56043276971697e-06,0.000213888252011189
"O14841|OPLA_HUMAN",300254,229667,1440140,0,0,720062,431177,373184.5,572905,557814,346176,621061,2024950,2989660,685653,793099,1414470,4090850,2436625,753282,2866770,178728,5598990,3678180,525939,2047320,459740,435107,2379800,12660000,395396,3338560,9443310,3384990,9593570,3692910,5183300,5826340,1059570,764551,509354,5478480,6085420,330424.5,12882900,3391860,2718880,10941900,4318160,17757400,3741910,731029,1983050,3.06200007386382,3.07707175676343e-06,0.000303872670871761
"O14874|BCKD_HUMAN",201430,0,371386,0,18108.4,442835,0,263287,70962.5,161563,352708.5,0,129761,413322,0,15323.2,14090.465,716513.5,658295,515930,98794.7,40834.6,1528290,843702,155994.9,867118,494587,1039970,466663,322487,840182,249159,2486260,1116110,1783200,2319230,1007150,3667660,382731,346864,21024.6,1382510,1014290,493154,1806620,395875,693372,4279450,772012,1247610,1501840,195451,94008.6,2.5014865241424,2.28002937261034e-05,0.000844740518297543
"O14896|IRF6_HUMAN",0,0,0,0,0,456732,0,0,78146.3,0,0,0,0,0,0,0,0,0,1180272,0,108359,0,179861,0,187339.5,0,0,635129,0,428574,456691,0,144283,147513,304015,0,842113,756202,216660,0,0,0,0,329961,1123780,0,178399.25,55697.5,416015,408913,0,0,945338,2.30726680155077,0.0086145428415376,0.044026075238718
"O14910|LIN7A_HUMAN",56379.2,0,0,12673.35,0,0,0,0,59905.9,0,0,0,561352,83411.8,0,68146.2,0,114030.65,541247,0,590393,62314.7,518637,0,9234.3,91575.5,391006,0,0,620716,0,138307,754084,561666,2197050,111441,127938,104985,83725,0,0,377232,142537,12766,0,55018.8,219538.5,119485,531752,0,182036,76775.9,267796,4.4628240756919,0.000546585053850098,0.00620467077815505
"O14966|RAB7L_HUMAN",111646,0,152651,0,0,0,0,334000.5,34114.6,399484,146219.6,65964.7,190171,525252,320536,705481,407963,1851915,1131930.5,118421,117217,98603,103301,110170,591557.7,826969,1869415,2174350,266779,1779650,33938.15,0,1539280,1018680,1304470,955300,22187.2,421246,174093,791720,436122.5,2280370,1601250,309061.5,3602260,781570,574673.5,1121360,5743360,3024050,5808150,148599,120810,3.40425542577437,4.10998060872959e-05,0.00118304778149934
"O14967|CLGN_HUMAN",363682,0,17113.2,0,0,0,0,0,0,0,0,0,325023,0,293949,322081,0,0,0,0,0,82040.6,6406.98,0,18795.95,623266,106345.5,224724,6901.17,26378.7,8191.88,678944,0,0,441334,0,56901.1,0,742026,0,0,0,304499,25944.6,1478690,1433990,34856.65,0,1561020,0,500913,0,0,2.83805377153261,0.00866335112834685,0.0442402950619399
"O14975|S27A2_HUMAN",0,135375,3881330,0,158512,452969,152294,299048.5,0,373822,301784,0,415006,4084990,0,185408,529894,2089055,3096195,1879090,521968,18036.7,3813410,1143190,112764,954825,1085619.5,5487900,4051930,6475860,359933,3345180,4045940,5296360,8324190,13212600,1006600,5966630,1509240,597038,485795,3423900,7143670,71912.89,12845700,913405,2338495,16786000,5505750,11555600,4550590,2457640,294916,2.91184094716577,4.77602130142482e-05,0.00127208633750398
"O15084|ANR28_HUMAN",0,0,0,0,0,51316.9,0,32780.3,0,17612.9,35593.3,0,53528.1,0,42437.6,0,0,579725,308171.5,0,175297,0,140590,28083.1,13720.1,90911.3,128683.5,181036,0,339825,0,107724,0,17326.6,464880,29399,357811,291293,26919.7,0,0,0,0,19326.4,296412,237467,19236.8,38086.2,250079,585426,0,74239.2,361766,3.48686949165662,7.25124812920144e-05,0.00165643280218306
"O15091|MRPP3_HUMAN",33840.8,0,12873.7,36114.25,0,325093,111725,0,129550,115619,166968.15,0,183486,29511.2,25690.3,22769.2,0,77612.35,219098.5,0,151653,63158.7,91733.3,54740.7,54402.75,306895,580543.5,71055.4,0,327405,160977.2,166912,449075,231266,712912,214409,177080,309004,50996.7,103360,0,253237,939091,125220.25,579145,537430,278578.5,424420,183364,710376,282935,0,192684,1.55310977370085,0.00187588092533435,0.0146552877342912
"O15164|TIF1A_HUMAN",0,0,0,0,0,260374,0,0,0,0,0,0,0,0,214339,321820,0,97088.7,163266.5,0,116843,0,576319,0,87601.2,460218,265073,93183.6,0,0,187924.5,0,0,296969,460638,0,263921,95350.6,45946.1,0,0,3143.39,151029,110643,217375,1074610,82548,154512,204347,157184,80980.8,0,60118.8,2.76401627506155,0.00218229681412715,0.0161837006719406
"O15173|PGRC2_HUMAN",558175,157437,924869,537646.5,1029580,2078330,2029970,488316.5,4174020,2906930,2121750,472229,1520300,2443230,290868,920667,1021512,2355665,2379630,515173,633212,670532,1283430,842381,114728.5,2927130,1725340,2006660,2084930,2546540,619953.5,2482600,8594340,5713340,9101610,11774100,4700380,7895540,1265790,3218280,598593,7190410,6215140,2710845,15760700,6971580,6197740,9925710,8200260,5006590,6065760,542606,695996,1.40115024247518,0.000831190374647142,0.00834962600134585
"O15228|GNPAT_HUMAN",0,0,384818,75483.2,0,11758.8,0,183821.75,159969,0,0,0,454801,0,120924,759490,0,0,37676.4,37929.8,0,0,195695,45770.8,0,1232250,2092455,181432,183780,1111670,302874,0,747793,747695,0,651926,128193,28398.9,0,298768,85377.9,1041370,2189880,172320,3244230,2089690,341174.2,1632770,579679,474042,227536,0,425178,2.97143756831202,0.000412069800972758,0.00508077293689033
"O15229|KMO_HUMAN",0,0,481422,0,8181.01,0,0,0,0,0,0,0,0,0,0,0,48142.75,341410,74535.1,215329,107208,114507,1176180,195441,0,669220,312184.5,0,1103770,3868560,0,59312.1,2564020,292099,445487,2848710,104066,903202,205565,47968.5,0,1082000,625271,0,0,137694,0,2133720,420104,5273070,340150,467702,0,3.96793352092114,0.00206154543736448,0.0155504128905039
"O15235|RT12_HUMAN",0,0,0,0,0,51073.5,0,0,0,0,40955.9,0,210449,0,0,28879.8,0,252653.5,147195.5,0,91839.9,0,108230,8261.04,0,64145.3,39313.85,0,0,84251.3,107312.6,21997.9,456301,104072,0,0,0,112847,0,0,0,0,48851.3,0,0,77801.5,80527.2,0,0,0,17863,0,0,2.71377070132686,0.00614712242340305,0.0346430016117859
"O15254|ACOX3_HUMAN",524203,436940,1123410,35483.3,24521.3,356951,0,147276,608693,256670,0,328837,280225,1566720,169893,462699,56655.3,1640175,1574170,312401,186671,150849,871588,329468,181580.5,746271,736920,638374,250266,976934,257367,356670,1767460,997173,681504,2414890,286566,1026200,262217,371617,139672,4413400,2219650,195976.5,1707600,1546660,1201680,1810320,1122380,978232,783675,341116,288456,1.46717399295616,0.00115169407399627,0.0104928548244828
"O15260|SURF4_HUMAN",3619100,1664890,6322800,1223530.5,14460.2,12575300,8315150,1979085,8337060,11996300,5064145,1210890,5860270,2388870,6724970,3663140,2173685,13006745,13251750,1787740,7776750,3554580,11399500,6894960,771054,14427800,13105305,5922320,2160760,14583600,5777485,1973690,20720800,12858400,28939400,20211300,12442500,19637700,3405270,12140900,1968290,23156700,42486800,10795240,36491700,24654900,21540800,21590800,39554400,32625400,24646500,2216640,8738950,1.38991906141735,0.000277913272518724,0.00387809847021237
"O15431|COPT1_HUMAN",0,0,161920,0,0,0,0,0,0,0,0,0,0,0,224028,102075,0,273751,441144,44516,112847,0,1349850,330426,0,526221,380552,187556,25997.9,211611,351148,187105,441284,85024.6,0,497426,74281.5,986731,62900.7,0,0,415550,632897,0,0,48447.6,0,1296920,567301,848359,146844,0,0,4.29405203605063,4.87872480313476e-05,0.00128640195737978
"O15488|GLYG2_HUMAN",0,0,0,0,0,0,0,47115.8,0,44155.5,0,0,0,599613,0,0,0,0,0,208191,0,0,115106,0,0,104947,65018.1,0,42438.3,182903,32504.6,0,0,830871,0,1631760,30147.3,1440630,0,0,0,1640580,0,42736.8,1491610,200901,1021631.5,73273,131385,136269,97816.9,97902.7,0,5.03417954930292,0.00281298511789252,0.019541722372026
"O15523|DDX3Y_HUMAN",105606,0,15598.1,60584.2,0,0,0,0,297389,203871,37476,0,0,0,0,0,0,403426,822995,0,241665,222492,784573,121339,0,274548,0,0,0,299262,617561.5,0,156593,826193,440314,255351,572572,0,0,423643,169181.5,288986,1181410,0,768474,0,252911,700078,0,857778,491107,51516.3,130770,2.20551418188895,0.00040650407655814,0.00507915421179603
"O43157|PLXB1_HUMAN",0,0,0,0,0,0,0,71524.45,0,0,0,0,0,169290,0,29034.9,0,330430,100408,0,0,0,0,0,0,0,202886,82653.8,0,0,522282,0,0,25350.6,0,39687.4,0,156209,0,0,0,0,82017.8,196866,181858,517887,295352,220660,16576.7,25928.2,0,0,160153,3.7793710146664,0.00118551487222669,0.0106134169662805
"O43175|SERA_HUMAN",6058870,506479,6064150,156778,893006,7110030,966393,1093474.5,1669490,2619640,1073234.5,200462,256744,11039400,2613700,4239080,1216430,2280755,36639400,6896540,807979,828930,1758180,1190820,3542830,4935890,16846350,12849400,5396380,2688240,4583420,8609540,7956390,12851200,11869900,25089500,10192700,668936,3738500,6263290,545695,989867,388454,1578350,11186500,301252,8118600,13798300,3688420,40061900,25324200,2841960,823894,1.70958451303956,0.00186073305393272,0.0146015225833669
"O43181|NDUS4_HUMAN",422292,303142,1252940,205359,479572,1536760,1893470,0,762851,1557830,933533,153031,138231,1356590,184674,354708,200072.5,2204310,2191235,350457,2321430,192710,1851380,2017940,0,1251750,679376.5,516584,1119170,2578160,2042810,443365,1342500,4368210,2476340,3060030,4350980,3604490,633465,347156,0,6797190,1956750,959158,3757160,2404720,1419865,2483030,1411890,2742390,1918880,1213490,1657800,1.12708735268321,0.00231923798994559,0.0169557957374268
"O43242|PSMD3_HUMAN",1483890,1630840,1279140,499873,1327300,3331860,1735980,1169857,1339840,2744420,3008350,370264,2937030,1588060,2211560,1003230,751311,2899225,3153715,709702,3512090,956162,2465960,1773730,1065635,2902050,3064860,2013600,473545,3471140,2216220,1536260,3663090,3547280,4130130,2762790,2660970,5269560,1545760,3074450,2080905,3686450,5211530,1416620,4747840,4139940,1775025,4058390,3036730,6182190,2797050,754544,2900800,0.694435946742788,0.00571576671286852,0.0328170899194123
"O43312|MTSS1_HUMAN",0,0,0,0,0,240813,0,0,0,0,30120.3,0,0,44115.4,0,0,0,799398.5,0,0,204448,0,297121,441496,0,116737,151572.05,0,26726.3,725280,17499.5,149568,200459,48991.1,730058,29372,277595,442652,0,0,0,155203,85359.7,0,437931,0,65792.3,224237,313561,63157.5,72026.7,0,0,2.72501668655864,0.00220289405465,0.0162720102840027
"O43488|ARK72_HUMAN",2223920,0,2632440,46141.2,0,5532190,2130800,1235252,1813490,5023990,1683320.5,305713,802533,6121190,881922,877365,2366385,2776575,7380395,1524500,2781210,245933,2842230,3721770,2804030,4572430,8350075,5937020,3326170,3258500,3824910,8713940,6046480,9663430,11615200,8236820,9118830,13463200,874032,3153320,3444240,9845810,7645870,2919660,18025700,3392920,8930205,17357100,3071340,8926700,6919250,2152990,3558030,1.58210343823379,6.9305810311469e-05,0.00159453045300831
"O43505|B4GA1_HUMAN",0,0,0,0,0,47756.3,94194.4,0,0,0,0,0,0,0,0,59885.5,0,0,103584,0,0,86815.3,51359,0,0,150815,372735.5,0,424011,0,36920.8,0,335302,100661,147640,0,21190.4,242482,0,0,0,0,135179,0,271622,70293.7,0,0,208246,0,0,0,114758,2.5965717179329,0.00372031477878289,0.0239046051701775
"O43598|DNPH1_HUMAN",1935710,189983,4728240,72720.55,161132,5751240,706956,1355170,3131950,5099420,3695115,656987,2346780,4154190,3020870,2261540,2841370,5921925,17056400,2996130,5782230,926653,8807810,8222370,3715565,2800160,5669050,4569130,2672660,9304420,4381080,9547670,13322500,16532200,30672000,12889500,18491000,18177600,3172460,2432060,1069785,13672600,9265970,6492065,41396900,13482500,14851100,17746900,12982400,12847400,17491800,4361930,12707700,2.09451890971723,2.96322153094339e-06,0.000300713820460719
"O43615|TIM44_HUMAN",883960,604682,404037,218256.5,238313,2205480,904300,434558,794707,1092110,2067821.5,297247,1392420,455910,978719,471562,70292.45,1407105,3765465,156461,1077310,712583,929379,391600,1261516,838874,2991060,1736000,695620,1166550,1776250,4921430,3098110,1165600,4624520,2345320,1660240,5564370,637664,1356050,983101.5,2367670,3908450,718491.5,5732410,3072450,1250515,2304580,2337060,11997300,3282350,273794,776420,1.32181708985904,0.00204812481267045,0.0155400864923541
"O43674|NDUB5_HUMAN",260551,0,1698480,53849.45,0,1746120,0,413022.5,0,1396000,471187,274211,390959,274135,598260,502866,65412.6,1056888,2699285,340722,820073,187304,2901950,1497210,125568,933712,627210.5,728970,340756,2631270,1744515,638190,1968680,2911650,2683720,2710960,2809070,3397340,554446,217642,206842,2551110,2084110,828534,1965550,2478160,1819070,2144900,1738140,2804670,1916890,1014120,602153,1.43967415535371,0.00139702408127296,0.0119566634369216
"O43676|NDUB3_HUMAN",0,0,850231,0,0,1517300,105570,235183,0,698763,452757,59965.7,502133,302491,271745,244890,0,716430.5,1344340,116749,892155,0,884358,1378920,50260.5,690061,711559.5,0,660405,742848,908614.5,242482,1575870,1896150,877699,1745730,2601140,1652940,187221,219975,103865,3047950,872416,234004.5,1955930,1273870,586005,977551,974697,855104,1147350,148455,859844,1.36324991295021,0.00735092977582591,0.0393448948840428
"O43678|NDUA2_HUMAN",853783,460544,3098460,211680.5,31937.6,1290730,1087020,40546.75,1108980,1672720,1371312,394154,1725200,1884680,1102190,999026,296121,4436405,3231250,742081,4090380,435051,5291450,2664970,120355.85,1703690,1548820,1396660,1970360,3045480,4280435,905250,9837050,3152440,3200110,2945310,4109280,3102080,1038500,484875,0,3113580,3236260,757521,3159550,1675320,1068696,2460650,1834000,5346300,1831520,2820030,2320600,1.32328492291966,0.00043296122280869,0.00526359486592609
